Filename,255_Pixel_Ratio,Percentage,Saved
L2021137.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.129985,13.00,Yes
L2021138.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.005102,0.51,Yes
L2021139.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.182049,18.20,Yes
L2021140.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.190670,19.07,Yes
L2021141.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.209262,20.93,Yes
L2021142.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.357366,35.74,No
L2021143.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.283440,28.34,Yes
L2021144.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.360237,36.02,No
L2021145.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.150421,15.04,Yes
L2021146.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.410619,41.06,No
L2021147.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.111354,11.14,Yes
L2021148.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
L2021149.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.050778,5.08,Yes
L2021150.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.002162,0.22,Yes
L2021151.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.087045,8.70,Yes
L2021152.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.127428,12.74,Yes
L2021153.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.262677,26.27,Yes
L2021154.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.318170,31.82,No
L2021155.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.207870,20.79,Yes
L2021156.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.124377,12.44,Yes
L2021157.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.035527,3.55,Yes
L2021158.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.314723,31.47,No
L2021159.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.259006,25.90,Yes
L2021160.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.153178,15.32,Yes
L2021161.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.044596,4.46,Yes
L2021162.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.046339,4.63,Yes
L2021163.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.137856,13.79,Yes
L2021164.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.084636,8.46,Yes
L2021165.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.174045,17.40,Yes
L2021166.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.029001,2.90,Yes
L2021167.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.140233,14.02,Yes
L2021168.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.019307,1.93,Yes
L2021169.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.348290,34.83,No
L2021170.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.323180,32.32,No
L2021171.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.108117,10.81,Yes
L2021172.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.289259,28.93,Yes
L2021173.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.017813,1.78,Yes
L2021174.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.125917,12.59,Yes
L2021175.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.227118,22.71,Yes
L2021176.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412513,41.25,No
L2021177.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.376819,37.68,No
L2021178.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.113953,11.40,Yes
L2021179.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.250458,25.05,Yes
L2021180.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.079841,7.98,Yes
L2021181.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.379066,37.91,No
L2021182.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.247558,24.76,Yes
L2021183.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.190982,19.10,Yes
L2021184.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.088532,8.85,Yes
L2021185.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.027863,2.79,Yes
L2021186.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.097751,9.78,Yes
L2021187.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.079871,7.99,Yes
L2021188.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.187133,18.71,Yes
L2021189.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.409403,40.94,No
L2021190.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.371522,37.15,No
L2021191.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.059973,6.00,Yes
L2021192.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.384220,38.42,No
L2021193.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.339621,33.96,No
L2021194.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.410729,41.07,No
L2021195.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.153443,15.34,Yes
L2021196.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.284037,28.40,Yes
L2021197.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412605,41.26,No
L2021198.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.308730,30.87,No
L2021199.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.103546,10.35,Yes
L2021200.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.157538,15.75,Yes
L2021201.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.125871,12.59,Yes
L2021202.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.247241,24.72,Yes
L2021203.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.169427,16.94,Yes
L2021204.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.141470,14.15,Yes
L2021205.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412329,41.23,No
L2021206.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.176900,17.69,Yes
L2021207.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.008638,0.86,Yes
L2021208.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.183090,18.31,Yes
L2021209.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.033972,3.40,Yes
L2021210.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.108305,10.83,Yes
L2021211.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.099450,9.94,Yes
L2021212.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.132324,13.23,Yes
L2021213.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.238102,23.81,Yes
L2021214.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.041303,4.13,Yes
L2021215.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.012970,1.30,Yes
L2021216.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.010722,1.07,Yes
L2021217.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.029935,2.99,Yes
L2021218.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.209529,20.95,Yes
L2021219.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.063707,6.37,Yes
L2021220.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.341869,34.19,No
L2021221.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.025143,2.51,Yes
L2021222.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.359778,35.98,No
L2021223.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.208491,20.85,Yes
L2021224.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.338364,33.84,No
L2021225.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.292182,29.22,Yes
L2021226.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.020116,2.01,Yes
L2021227.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.017024,1.70,Yes
L2021228.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.281280,28.13,Yes
L2021229.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.200356,20.04,Yes
L2021230.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.226886,22.69,Yes
L2021231.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.062116,6.21,Yes
L2021232.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.015883,1.59,Yes
L2021233.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.019197,1.92,Yes
L2021234.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.038001,3.80,Yes
L2021235.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.013066,1.31,Yes
L2021236.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.018006,1.80,Yes
L2021237.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.270355,27.04,Yes
L2021238.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.105099,10.51,Yes
L2021239.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.224919,22.49,Yes
L2021240.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.137857,13.79,Yes
L2021241.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.009724,0.97,Yes
L2021242.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.029105,2.91,Yes
L2021243.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.059497,5.95,Yes
L2021244.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.086935,8.69,Yes
L2021245.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.005318,0.53,Yes
L2021246.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.157315,15.73,Yes
L2021247.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.255094,25.51,Yes
L2021248.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.076618,7.66,Yes
L2021249.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.017024,1.70,Yes
L2021250.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.070085,7.01,Yes
L2021251.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.008661,0.87,Yes
L2021252.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.198062,19.81,Yes
L2021253.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.007603,0.76,Yes
L2021254.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.012523,1.25,Yes
L2021255.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.180750,18.07,Yes
L2021256.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.312413,31.24,No
L2021257.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.263209,26.32,Yes
L2021258.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.137169,13.72,Yes
L2021259.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.006562,0.66,Yes
L2021260.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.025924,2.59,Yes
L2021261.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.070179,7.02,Yes
L2021262.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.002651,0.27,Yes
L2021263.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.276350,27.63,Yes
L2021264.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.314019,31.40,No
L2021265.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412422,41.24,No
L2021266.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.380286,38.03,No
L2021267.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.174519,17.45,Yes
L2021268.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.367733,36.77,No
L2021269.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.176923,17.69,Yes
L2021270.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.078452,7.85,Yes
L2021271.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.056093,5.61,Yes
L2021272.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.003261,0.33,Yes
L2021273.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.005601,0.56,Yes
L2021274.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.005422,0.54,Yes
L2021275.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.063229,6.32,Yes
L2021276.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412518,41.25,No
L2021277.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.363666,36.37,No
L2021278.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.243356,24.34,Yes
L2021279.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.335339,33.53,No
L2021280.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.256781,25.68,Yes
L2021281.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.282500,28.25,Yes
L2021282.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.233970,23.40,Yes
L2021283.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.398663,39.87,No
L2021284.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.027814,2.78,Yes
L2021285.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.210889,21.09,Yes
L2021286.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.281849,28.18,Yes
L2021287.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.254875,25.49,Yes
L2021288.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.411027,41.10,No
L2021289.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.128084,12.81,Yes
L2021290.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.223178,22.32,Yes
L2021291.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.019181,1.92,Yes
L2021292.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.003453,0.35,Yes
L2021293.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.152660,15.27,Yes
L2021294.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.379348,37.93,No
L2021295.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.274790,27.48,Yes
L2021296.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.368025,36.80,No
L2021297.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.255392,25.54,Yes
L2021298.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
L2021299.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.290267,29.03,Yes
L2021300.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.401814,40.18,No
L2021301.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.306329,30.63,No
L2021302.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412521,41.25,No
L2021303.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.380483,38.05,No
L2021304.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.069087,6.91,Yes
L2021305.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.104211,10.42,Yes
L2021306.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.220678,22.07,Yes
L2021307.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.082044,8.20,Yes
L2021308.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.244452,24.45,Yes
L2021309.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.176998,17.70,Yes
L2021310.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.153283,15.33,Yes
L2021311.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.002656,0.27,Yes
L2021312.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.001883,0.19,Yes
L2021313.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.381189,38.12,No
L2021314.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.128145,12.81,Yes
L2021315.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.316467,31.65,No
L2021316.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.003510,0.35,Yes
L2021317.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.303837,30.38,No
L2021318.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
L2021319.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.237964,23.80,Yes
L2021320.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.175275,17.53,Yes
L2021321.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.410909,41.09,No
L2021322.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.330398,33.04,No
L2021323.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.114166,11.42,Yes
L2021324.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.409668,40.97,No
L2021325.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
L2021326.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.224291,22.43,Yes
L2021327.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.088173,8.82,Yes
L2021328.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.302330,30.23,No
L2021329.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
L2021330.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412509,41.25,No
L2021331.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.370703,37.07,No
L2021332.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412238,41.22,No
L2021333.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.230404,23.04,Yes
L2021334.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.223201,22.32,Yes
L2021335.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.375254,37.53,No
L2021336.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.134452,13.45,Yes
L2021337.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.406346,40.63,No
L2021338.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.180917,18.09,Yes
L2021339.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412611,41.26,No
L2021340.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.406201,40.62,No
L2021341.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412475,41.25,No
L2021342.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412196,41.22,No
L2021343.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.407892,40.79,No
L2021344.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.382211,38.22,No
L2021345.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.330028,33.00,No
L2021346.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.002258,0.23,Yes
L2021347.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.001532,0.15,Yes
L2021348.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.049751,4.98,Yes
L2021349.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412426,41.24,No
L2021350.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.249823,24.98,Yes
L2021351.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.121527,12.15,Yes
L2021352.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
L2021353.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.341628,34.16,No
L2021354.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.213699,21.37,Yes
L2021355.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.282038,28.20,Yes
L2021356.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.277292,27.73,Yes
L2021357.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.408221,40.82,No
L2021358.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.362902,36.29,No
L2021359.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.411738,41.17,No
L2021360.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.341141,34.11,No
L2021361.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412611,41.26,No
L2021362.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.393369,39.34,No
L2021363.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
L2021364.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.410646,41.06,No
L2021365.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.316928,31.69,No
L2022001.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
L2022002.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
L2022003.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.288093,28.81,Yes
L2022004.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.078500,7.85,Yes
L2022005.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
L2022006.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.389891,38.99,No
L2022007.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.293198,29.32,Yes
L2022008.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.160643,16.06,Yes
L2022009.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.403845,40.38,No
L2022010.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.313583,31.36,No
L2022011.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.310841,31.08,No
L2022012.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.279506,27.95,Yes
L2022013.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.342807,34.28,No
L2022014.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.394116,39.41,No
