Filename,255_Pixel_Ratio,Percentage,Saved
M2004070.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004071.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004072.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412509,41.25,No
M2004073.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004074.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004075.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.223421,22.34,Yes
M2004076.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004077.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.315344,31.53,No
M2004078.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.335854,33.59,No
M2004079.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004080.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.405699,40.57,No
M2004081.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.359815,35.98,No
M2004082.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004083.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004084.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004085.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004086.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004087.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.393065,39.31,No
M2004088.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.405090,40.51,No
M2004089.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004090.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.400598,40.06,No
M2004091.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004092.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004093.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.300813,30.08,No
M2004094.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.182783,18.28,Yes
M2004095.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004096.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.001366,0.14,Yes
M2004097.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.387281,38.73,No
M2004098.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004099.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412567,41.26,No
M2004100.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004101.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004102.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004103.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004104.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004105.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004106.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004107.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.336762,33.68,No
M2004108.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004109.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.053722,5.37,Yes
M2004110.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004111.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004112.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.388313,38.83,No
M2004113.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.303011,30.30,No
M2004114.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004115.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.283460,28.35,Yes
M2004116.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004117.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004118.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.409046,40.90,No
M2004119.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.398053,39.81,No
M2004120.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004121.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004122.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.402741,40.27,No
M2004123.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004124.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004125.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.381595,38.16,No
M2004126.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.324142,32.41,No
M2004127.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004128.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.153470,15.35,Yes
M2004129.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.409348,40.93,No
M2004130.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004131.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.364753,36.48,No
M2004132.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.321322,32.13,No
M2004133.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004134.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.215201,21.52,Yes
M2004135.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.338116,33.81,No
M2004136.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004137.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004138.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.138930,13.89,Yes
M2004139.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004140.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.370596,37.06,No
M2004141.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412474,41.25,No
M2004142.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412469,41.25,No
M2004143.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004144.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.264610,26.46,Yes
M2004145.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.285138,28.51,Yes
M2004146.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004147.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.273847,27.38,Yes
M2004148.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.156252,15.63,Yes
M2004149.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004150.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.199018,19.90,Yes
M2004151.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.031967,3.20,Yes
M2004152.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004153.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.152656,15.27,Yes
M2004154.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.366523,36.65,No
M2004155.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004156.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004157.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.015530,1.55,Yes
M2004158.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412612,41.26,No
M2004159.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004160.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.091213,9.12,Yes
M2004161.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.303111,30.31,No
M2004162.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004163.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.301988,30.20,No
M2004164.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.254933,25.49,Yes
M2004165.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004166.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.247157,24.72,Yes
M2004167.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.058190,5.82,Yes
M2004168.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004169.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.255625,25.56,Yes
M2004170.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.355981,35.60,No
M2004171.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004173.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.316866,31.69,No
M2004174.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004175.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004176.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.125081,12.51,Yes
M2004177.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412604,41.26,No
M2004178.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004179.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.122793,12.28,Yes
M2004180.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004181.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004182.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.397383,39.74,No
M2004183.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.169325,16.93,Yes
M2004184.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004185.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004186.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.367655,36.77,No
M2004187.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004188.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.303141,30.31,No
M2004189.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.398469,39.85,No
M2004190.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004191.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004192.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004193.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.405559,40.56,No
M2004194.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004195.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.054962,5.50,Yes
M2004196.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004197.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004198.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.155986,15.60,Yes
M2004199.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412145,41.21,No
M2004200.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004201.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004202.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.097865,9.79,Yes
M2004203.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004204.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.219171,21.92,Yes
M2004205.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.088204,8.82,Yes
M2004206.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004207.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.253802,25.38,Yes
M2004208.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.375550,37.55,No
M2004209.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004210.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.405550,40.55,No
M2004211.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.136533,13.65,Yes
M2004212.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412612,41.26,No
M2004213.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004214.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004215.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.290105,29.01,Yes
M2004216.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004217.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.325215,32.52,No
M2004218.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.046428,4.64,Yes
M2004219.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004220.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.009574,0.96,Yes
M2004221.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.010485,1.05,Yes
M2004222.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004223.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.217837,21.78,Yes
M2004224.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004225.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004226.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.348939,34.89,No
M2004227.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.201513,20.15,Yes
M2004228.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004229.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004230.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.186694,18.67,Yes
M2004231.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.291069,29.11,Yes
M2004232.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004233.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004234.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.068587,6.86,Yes
M2004235.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004236.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.298265,29.83,Yes
M2004237.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.115514,11.55,Yes
M2004238.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004239.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.320717,32.07,No
M2004240.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.268995,26.90,Yes
M2004241.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004242.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412378,41.24,No
M2004243.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.195682,19.57,Yes
M2004244.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004245.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.403049,40.30,No
M2004246.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.025276,2.53,Yes
M2004247.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.355927,35.59,No
M2004248.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004249.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.064341,6.43,Yes
M2004250.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.264750,26.47,Yes
M2004251.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004252.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.382649,38.26,No
M2004253.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.265121,26.51,Yes
M2004254.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004255.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.012301,1.23,Yes
M2004256.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.022646,2.26,Yes
M2004257.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004258.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.241232,24.12,Yes
M2004259.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.006725,0.67,Yes
M2004260.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004261.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004262.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.002377,0.24,Yes
M2004263.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.403708,40.37,No
M2004264.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004265.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.098368,9.84,Yes
M2004266.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004267.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004268.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.261483,26.15,Yes
M2004269.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.262042,26.20,Yes
M2004270.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004271.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.022764,2.28,Yes
M2004272.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.257325,25.73,Yes
M2004273.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004274.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.272102,27.21,Yes
M2004275.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.068788,6.88,Yes
M2004276.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004277.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004278.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004279.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004280.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004281.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.029397,2.94,Yes
M2004282.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.339377,33.94,No
M2004283.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004284.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.259741,25.97,Yes
M2004285.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.411334,41.13,No
M2004286.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004287.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.396906,39.69,No
M2004288.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.322873,32.29,No
M2004289.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004290.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.356579,35.66,No
M2004291.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.409278,40.93,No
M2004292.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004293.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.389345,38.93,No
M2004294.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004295.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004296.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412551,41.26,No
M2004297.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.382262,38.23,No
M2004298.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.405972,40.60,No
M2004299.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004300.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.266720,26.67,Yes
M2004301.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.307347,30.73,No
M2004302.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004303.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.411521,41.15,No
M2004304.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.389578,38.96,No
M2004305.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004306.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412251,41.23,No
M2004307.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004308.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004309.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004310.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004311.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004312.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004313.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004314.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004315.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.412618,41.26,No
M2004316.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.357733,35.77,No
M2004320.L3m_DAY_CYAN_CI_cyano_CYAN_CONUS_300m_7_2.tif,0.340866,34.09,No
